 2023-May-26 00:00,*,m, 16 08 49.33, -21 01 58.3,
 2023-May-27 00:00,*,m, 16 12 50.20, -21 12 29.9,
 2023-May-28 00:00,*,m, 16 16 53.32, -21 22 47.0,
 2023-May-29 00:00,*,m, 16 20 58.72, -21 32 48.6,
 2023-May-30 00:00,*,m, 16 25 06.39, -21 42 33.5,
 2023-May-31 00:00,*,m, 16 29 16.24, -21 52 00.4,
 2023-Jun-01 00:00,*,m, 16 33 28.09, -22 01 07.8,
 2023-Jun-02 00:00,*, , 16 37 41.72, -22 09 53.8,
 2023-Jun-03 00:00,*, , 16 41 56.79, -22 18 16.5,
 2023-Jun-04 00:00,*, , 16 46 12.86, -22 26 14.2,
 2023-Jun-05 00:00,*, , 16 50 29.46, -22 33 44.8,
 2023-Jun-06 00:00,*, , 16 54 46.02, -22 40 46.8,
 2023-Jun-07 00:00,*, , 16 59 02.02, -22 47 18.9,
 2023-Jun-08 00:00,*, , 17 03 16.95, -22 53 20.4,
 2023-Jun-09 00:00,*, , 17 07 30.40, -22 58 51.1,
 2023-Jun-10 00:00,*, , 17 11 42.07, -23 03 51.2,
 2023-Jun-11 00:00,*, , 17 15 51.78, -23 08 21.5,
 2023-Jun-12 00:00,*, , 17 19 59.49, -23 12 23.1,
 2023-Jun-13 00:00,*, , 17 24 05.27, -23 15 57.3,
 2023-Jun-14 00:00,*, , 17 28 09.32, -23 19 05.4,
 2023-Jun-15 00:00,*,m, 17 32 11.87, -23 21 48.9,
 2023-Jun-16 00:00,*,m, 17 36 13.27, -23 24 09.1,
 2023-Jun-17 00:00,*,m, 17 40 13.86, -23 26 06.9,
 2023-Jun-18 00:00,*,m, 17 44 14.04, -23 27 43.4,
 2023-Jun-19 00:00,*,m, 17 48 14.19, -23 28 59.2,
 2023-Jun-20 00:00,*,m, 17 52 14.68, -23 29 54.5,
 2023-Jun-21 00:00,*,m, 17 56 15.84, -23 30 29.6,
 2023-Jun-22 00:00,*,m, 18 00 17.98, -23 30 44.2,
 2023-Jun-23 00:00,*,m, 18 04 21.36, -23 30 38.0,
 2023-Jun-24 00:00,*,m, 18 08 26.19, -23 30 10.3,
 2023-Jun-25 00:00,*,m, 18 12 32.64, -23 29 20.6,
 2023-Jun-26 00:00,*,m, 18 16 40.84, -23 28 07.9,
